provider_name,provider_type,state,description,email,contact_number,address,website,payment_method,payment_details
Phillip Island Motels Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Phillip Island Motels Pty Ltd for a Victorian property.,,,,,,
Phillip Webb Property Managers,BodyCorp,VIC,Order the Owners Corporation Certificate from Phillip Webb Property Managers for a Victorian property.,,,,,,
Phillips Falk & Co.,BodyCorp,VIC,Order the Owners Corporation Certificate from Phillips Falk & Co.,,,,,,
Phillipsons,BodyCorp,VIC,Order the Owners Corporation Certificate from Phillipsons for a Victorian property.,,,,,,
Pilot Estate Agents,BodyCorp,VIC,Order the Owners Corporation Certificate from Pilot Estate Agents for a Victorian property.,,,,,,
Pinnacle Living,BodyCorp,VIC,Order the Owners Corporation Certificate from Pinnacle Living for a Victorian property.,,,,,,
Pinnacle Living Pty Ltd (TV Mews Management P/L),BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Pinnacle Living Pty Ltd (TV Mews Management P/L) for a Victorian property.,,,,,,
Planinsek Property Group Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Planinsek Property Group Pty Ltd for a Victorian property.,,,,,,
Platinum Strata Community,BodyCorp,VIC,Order the Owners Corporation Certificate from Platinum Strata Community for a Victorian property.,,,,,,
Port Macquarie-Hastings City Council,LGA,NSW,Order the Outstanding Notices S.735A & 121ZP from Port Macquarie-Hastings City Council.,council@pmhc.nsw.gov.au,02 6581 8111,Port Macquarie-Hastings,https://www.pmhc.nsw.gov.au,,
Port Phillip City Council,LGA,VIC,Order the Council Land Information Certificate - Standard Service from Port Phillip City Council for a property in Port Phillip City.,help@portphillip.vic.gov.au,03 9209 6777,Port Phillip City,https://www.portphillip.vic.gov.au,,
Port Phillip Village Residents Services Association,BodyCorp,VIC,Order the Owners Corporation Certificate from Port Phillip Village Residents Services Association for a Victorian property.,,,,,,
Port Stephens City Council,LGA,NSW,Order the Outstanding Notices S.735A from Port Stephens City Council.,council@portstephens.nsw.gov.au,02 4988 0255,Port Stephens,https://www.portstephens.nsw.gov.au,,
Portfolio Management Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Portfolio Management Services for a Victorian property.,,,,,,
Portland Place,BodyCorp,VIC,Order the Owners Corporation Certificate from Portland Place for a Victorian property.,,,,,,
Positive Owners Corporation Management Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Positive Owners Corporation Management Pty Ltd for a Victorian property.,,,,,,
Power and Bennett Solicitors,BodyCorp,VIC,Order the Owners Corporation Certificate from Power and Bennett Solicitors for a Victorian property.,,,,,,
Powerlink,Utility,QLD,Powerlink Queensland — high-voltage electricity transmission network.,pqenquiries@powerlink.com.au,1800 635 369,,https://www.powerlink.com.au,,
Precision Business Advisers,BodyCorp,VIC,Order the Owners Corporation Certificate from Precision Business Advisers for a Victorian property.,,,,,,
Premier Highgrove Pty Ltd,BodyCorp,VIC,Order the Ernest Medina - Owners Corporation Certificate from Premier Highgrove Pty Ltd for a Victorian property.,,,,,,
Prestige Group Owners Corporation,BodyCorp,VIC,Order the Owners Corporation Certificate from Prestige Group Owners Corporation for a Victorian property.,,,,,,
Priback Strata,BodyCorp,VIC,Order the Owners Corporation Certificate from Priback Strata for a Victorian property.,,,,,,
Prime Property Partners Australia Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Prime Property Partners Australia Pty Ltd for a Victorian property.,,,,,,
Procorp Australia,BodyCorp,VIC,Order the Owners Corporation Certificate from Procorp Australia for a Victorian property.,,,,,,
Professionals Ballarat,BodyCorp,VIC,Order the Owners Corporation Certificate from Professionals Ballarat for a Victorian property.,,,,,,
Proficient Strata Group,BodyCorp,VIC,Order the Owners Corporation Certificate from Proficient Strata Group for a Victorian property.,,,,,,
Property A.R.M. Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Property A.R.M.,,,,,,
Property Essentials,BodyCorp,VIC,Order the Owners Corporation Certificate from Property Essentials for a Victorian property.,,,,,,
Property Express,BodyCorp,VIC,Order the Owners Corporation Certificate from Property Express for a Victorian property.,,,,,,
Property OC Services,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Property OC Services for a Victorian property.,,,,,,
Property Owners Management Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Property Owners Management Pty Ltd for a Victorian property.,,,,,,
Property Professionals,BodyCorp,VIC,Order the Owners Corporation Certificate from Property Professionals for a Victorian property.,,,,,,
PROPIS,BodyCorp,VIC,Order the Property Investment Services Pty Ltd - Owners Corporation Certificate from PROPIS for a Victorian property.,,,,,,
Prospect Hill,BodyCorp,VIC,Order the Owners Corporation Certificate from Prospect Hill for a Victorian property.,,,,,,
PS333408J,BodyCorp,VIC,Order the Owners Corporation Certificate from PS333408J for a Victorian property.,,,,,,
PSM OC,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from PSM OC for a Victorian property.,,,,,,
Pyrenees Shire Council,LGA,VIC,Order the Council Land Information Certificate from Pyrenees Shire Council for a property in Pyrenees Shire.,info@pyrenees.vic.gov.au,,Pyrenees Shire,https://www.pyrenees.vic.gov.au,,
QLD,BodyCorp,VIC,Order the Body Corporate Information Certificate (BCCM Form 13) from QLD for a Victorian property.,,,,,,
QOD Property Group Pty Ltd,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from QOD Property Group Pty Ltd for a Victorian property.,,,,,,
QOD Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from QOD Real Estate for a Victorian property.,,,,,,
QT Strata,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from QT Strata for a Victorian property.,,,,,,
Quantum United Management Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Quantum United Management Pty Ltd for a Victorian property.,,,,,,
Quayles Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Quayles Pty Ltd for a Victorian property.,,,,,,
Queanbeyan-Palerang Regional Council,LGA,NSW,Order the Sewer Drainage Diagram from Queanbeyan-Palerang Regional Council.,council@qprc.nsw.gov.au,1300 735 025,Queanbeyan-Palerang Regional,https://www.qprc.nsw.gov.au,,
Queensland Building and Construction Commission,State_government,QLD,"QBCC — building licences, insurance and construction certificates.",info@qbcc.qld.gov.au,139 333,,https://www.qbcc.qld.gov.au,,
Queensland Civil Administrative Tribunal,State_government,QLD,QCAT — civil and administrative tribunal searches and orders.,enquiries@qcat.qld.gov.au,1300 753 228,,https://www.qcat.qld.gov.au,,
Queensland Fire and Emergency Services,State_government,QLD,Queensland Fire and Emergency Services — fire safety and emergency information.,info@qfes.qld.gov.au,13 QGOV (13 74 68),,https://www.qfes.qld.gov.au,,
Queensland Urban Utilities,Utility,QLD,Urban Utilities — water and sewerage provider for Brisbane and south-east Queensland.,customerservice@urbanutilities.com.au,13 26 57,,https://www.urbanutilities.com.au,,
Quilpie Shire Council,LGA,QLD,"Quilpie Shire Council is the local government authority in QLD. It issues council land information certificates covering rates, charges, notices and orders.",info@quilpie.qld.gov.au,,Quilpie Shire,https://www.quilpie.qld.gov.au,,
Quokka Group,BodyCorp,VIC,Order the Owners Corporation Certificate from Quokka Group for a Victorian property.,,,,,,
R & R Body Corporate Management,BodyCorp,VIC,Order the Owners Corporation Certificate from R & R Body Corporate Management for a Victorian property.,,,,,,
R & S Body Corporate Services Pty. Ltd.,BodyCorp,VIC,Order the Owners Corporation Certificate from R & S Body Corporate Services Pty.,,,,,,
R T Breen & Co,BodyCorp,VIC,Order the Owners Corporation Certificate from R T Breen & Co for a Victorian property.,,,,,,
R. J. Cochran & Associates,BodyCorp,VIC,Order the Owners Corporation Certificate from R.,,,,,,
R. L. Milne,BodyCorp,VIC,Order the Owners Corporation Certificate from R.,,,,,,
R. Satchwell Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from R.,,,,,,
R.D. Carter & Associates,BodyCorp,VIC,Order the Owners Corporation Certificate from R.D.,,,,,,
Raine & Horne,BodyCorp,VIC,Order the Commercial Victoria - Owners Corporation Certificate from Raine & Horne for a Victorian property.,,,,,,
Raine & Horne Roxburgh Park,BodyCorp,VIC,Order the Owners Corporation Certificate from Raine & Horne Roxburgh Park for a Victorian property.,,,,,,
Randmark Real Estate Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Randmark Real Estate Pty Ltd for a Victorian property.,,,,,,
Randwick City Council,LGA,NSW,Order the Outstanding Notices S.735A & 121ZP from Randwick City Council.,council@randwick.nsw.gov.au,1300 722 542,Randwick,https://www.randwick.nsw.gov.au,,
Ranmark Real Estate Pty. Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Ranmark Real Estate Pty.,,,,,,
Ray Hudson Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Ray Hudson Real Estate for a Victorian property.,,,,,,
Ray Mascaro & Co Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Ray Mascaro & Co Pty Ltd for a Victorian property.,,,,,,
Ray White,BodyCorp,VIC,Order the Rosanna - Owners Corporation Certificate from Ray White for a Victorian property.,,,,,,
Ray White Lara,BodyCorp,VIC,Order the Owners Corporation Certificate from Ray White Lara for a Victorian property.,,,,,,
Ray White Manningham,BodyCorp,VIC,Order the Owners Corporation Certificate from Ray White Manningham for a Victorian property.,,,,,,
Ray White Strata,BodyCorp,VIC,Order the Owners Corporation Certificate from Ray White Strata for a Victorian property.,,,,,,
RBD Property Management,BodyCorp,VIC,Order the Owners Corporation Certificate from RBD Property Management for a Victorian property.,,,,,,
Reach Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Reach Real Estate for a Victorian property.,,,,,,
Real Estate Edge,BodyCorp,VIC,Order the Owners Corporation Certificate from Real Estate Edge for a Victorian property.,,,,,,
Real Estate Gallery Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Real Estate Gallery Pty Ltd for a Victorian property.,,,,,,
Realty Managers Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Realty Managers Pty Ltd for a Victorian property.,,,,,,
Reddie Body Corporate Services Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Reddie Body Corporate Services Pty Ltd for a Victorian property.,,,,,,
Redland City Council,LGA,QLD,Order the Copy of Certificate of Classification/Occupancy from Redland City Council.,info@redland.qld.gov.au,,Redland City,https://www.redland.qld.gov.au,,
Reflex Owner Corporation,BodyCorp,VIC,Order the Owners Corporation Certificate from Reflex Owner Corporation for a Victorian property.,,,,,,
Reformation Property Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Reformation Property Services for a Victorian property.,,,,,,
Regal Owners Corporation Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Regal Owners Corporation Pty Ltd for a Victorian property.,,,,,,
Regency Heights Body Corporate,BodyCorp,VIC,Order the Owners Corporation Certificate from Regency Heights Body Corporate for a Victorian property.,,,,,,
Regent Owners Corporation Services Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Regent Owners Corporation Services Pty Ltd for a Victorian property.,,,,,,
ReKon Real Estate Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from ReKon Real Estate Pty Ltd for a Victorian property.,,,,,,
Remax Gold Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Remax Gold Real Estate for a Victorian property.,,,,,,
Remingtons Insurance Brokers Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Remingtons Insurance Brokers Pty Ltd for a Victorian property.,,,,,,
ResCom,BodyCorp,VIC,Order the Ballarat - Owners Corporation Certificate from ResCom for a Victorian property.,,,,,,
ResCom Real Estate Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from ResCom Real Estate Pty Ltd for a Victorian property.,,,,,,
Resi Body Corporate,BodyCorp,VIC,Order the Owners Corporation Certificate from Resi Body Corporate for a Victorian property.,,,,,,
Resinet Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Resinet Pty Ltd for a Victorian property.,,,,,,
Resinspect Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Resinspect Pty Ltd for a Victorian property.,,,,,,
Retail Realty,BodyCorp,VIC,Order the Owners Corporation Certificate from Retail Realty for a Victorian property.,,,,,,
Retirement Services Australia (RSA),BodyCorp,VIC,Order the HWL Ebsworth - Owners Corporation Certificate from Retirement Services Australia (RSA) for a Victorian property.,,,,,,
Revenue NSW,State_government,NSW,"Revenue NSW — land tax, stamp duty and state revenue certificates.",duties.online@revenue.nsw.gov.au,1300 139 814,,https://www.revenue.nsw.gov.au,,
Reynella Body Corporate,BodyCorp,VIC,Order the Owners Corporation Certificate from Reynella Body Corporate for a Victorian property.,,,,,,
Richard Louey,BodyCorp,VIC,Order the Owners Corporation Certificate from Richard Louey for a Victorian property.,,,,,,
Richardson French,BodyCorp,VIC,Order the Owners Corporation Certificate from Richardson French for a Victorian property.,,,,,,
Richmond Shire Council,LGA,QLD,Order the Rates: Standard search from Richmond Shire Council.,info@richmond.qld.gov.au,,Richmond Shire,https://www.richmond.qld.gov.au,,
Richmond Valley City Council,LGA,NSW,Order the Outstanding Notices S.735A from Richmond Valley City Council.,info@richmondvalley.nsw.gov.au,,Richmond Valley,https://www.richmondvalley.nsw.gov.au,,
Rimcorp Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Rimcorp Pty Ltd for a Victorian property.,,,,,,
Riviera Accounting,BodyCorp,VIC,Order the Owners Corporation Certificate from Riviera Accounting for a Victorian property.,,,,,,
Riviera Properties Projects Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Riviera Properties Projects Ltd for a Victorian property.,,,,,,
Roberna Management Pty Ltd,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Roberna Management Pty Ltd for a Victorian property.,,,,,,
Robert Chatzidimpas,BodyCorp,VIC,Order the Owners Corporation Certificate from Robert Chatzidimpas for a Victorian property.,,,,,,
Robert Semmel,BodyCorp,VIC,Order the Owners Corporation Certificate from Robert Semmel for a Victorian property.,,,,,,
Rock Solid Manager,BodyCorp,VIC,Order the Owners Corporation Certificate from Rock Solid Manager for a Victorian property.,,,,,,
Rockhampton Regional Council,LGA,QLD,Order the Rates: Financial Rates Record search from Rockhampton Regional Council.,info@rockhampton.qld.gov.au,,Rockhampton Regional,https://www.rockhampton.qld.gov.au,,
Roger Allen,BodyCorp,VIC,Order the Owners Corporation Certificate from Roger Allen for a Victorian property.,,,,,,
Romano Property Group,BodyCorp,VIC,Order the Owners Corporation Certificate from Romano Property Group for a Victorian property.,,,,,,
Ron McKay,BodyCorp,VIC,Order the Owners Corporation Certificate from Ron McKay for a Victorian property.,,,,,,
Ron Ollis,BodyCorp,VIC,Order the Secretary - Owners Corporation Certificate from Ron Ollis for a Victorian property.,,,,,,
Rose Grange,BodyCorp,VIC,Order the Owners Corporation Certificate from Rose Grange for a Victorian property.,,,,,,
Rose Grange Management Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Rose Grange Management Pty Ltd for a Victorian property.,,,,,,
Rosebud Retirement Village Services Association Inc.,BodyCorp,VIC,Order the Owners Corporation Certificate from Rosebud Retirement Village Services Association Inc.,,,,,,
Rosemaur Properties Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Rosemaur Properties Pty Ltd for a Victorian property.,,,,,,
Rosen Smyth & Partners,BodyCorp,VIC,Order the Owners Corporation Certificate from Rosen Smyth & Partners for a Victorian property.,,,,,,
Roseville Retirement Village,BodyCorp,VIC,Order the Owners Corporation Certificate from Roseville Retirement Village for a Victorian property.,,,,,,
Rosier Owners Corporation Management Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Rosier Owners Corporation Management Pty Ltd for a Victorian property.,,,,,,
Rosier Real Estate Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Rosier Real Estate Pty Ltd for a Victorian property.,,,,,,
Rosin Smyth & Partners Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Rosin Smyth & Partners Pty Ltd for a Victorian property.,,,,,,
Ross Hunt Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Ross Hunt Real Estate for a Victorian property.,,,,,,
Rossignoli Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Rossignoli Real Estate for a Victorian property.,,,,,,
RPG Strata,BodyCorp,VIC,Order the Owners Corporation Certificate from RPG Strata for a Victorian property.,,,,,,
Rubino & Associates,BodyCorp,VIC,Order the Owners Corporation Certificate from Rubino & Associates for a Victorian property.,,,,,,
Ruth Thompson,BodyCorp,VIC,Order the Owners Corporation Certificate from Ruth Thompson for a Victorian property.,,,,,,
Rutherford Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Rutherford Real Estate for a Victorian property.,,,,,,
Ryde City Council,LGA,NSW,Order the Planning Certificate S.10.7(2) & S.10.7(5) from Ryde City Council.,cityofryde@ryde.nsw.gov.au,02 9952 8222,Ryde,https://www.ryde.nsw.gov.au,,
Rylands Of Brighton,BodyCorp,VIC,Order the Owners Corporation Certificate from Rylands Of Brighton for a Victorian property.,,,,,,
Rylands of Hawthorn (order through Ace Body Corp Camberwell),BodyCorp,VIC,Order the Owners Corporation Certificate from Rylands of Hawthorn (order through Ace Body Corp Camberwell) for a Victorian property.,,,,,,
Rylands of Kew,BodyCorp,VIC,Order the Additional Owners Corporation Certificate from Rylands of Kew for a Victorian property.,,,,,,
S. Chen,BodyCorp,VIC,Order the Owners Corporation Certificate from S.,,,,,,
S8 Owners Corporation Management,BodyCorp,VIC,Order the Owners Corporation Certificate from S8 Owners Corporation Management for a Victorian property.,,,,,,
Sackville Grange,BodyCorp,VIC,Order the Owners Corporation Certificate from Sackville Grange for a Victorian property.,,,,,,
Sackville Grange Management Services Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Sackville Grange Management Services Pty Ltd for a Victorian property.,,,,,,
Salta Asset Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Salta Asset Management for a Victorian property.,,,,,,
Saltbush Body Corporate,BodyCorp,VIC,Order the Owners Corporation Certificate from Saltbush Body Corporate for a Victorian property.,,,,,,
Sanctuary Lakes Club,BodyCorp,VIC,Order the Owners Corporation Certificate from Sanctuary Lakes Club for a Victorian property.,,,,,,
Sanctuary Lakes Resort Services Limited,BodyCorp,VIC,Order the Owners Corporation Certificate from Sanctuary Lakes Resort Services Limited for a Victorian property.,,,,,,
Sanctuary Lakes Resort Services Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Sanctuary Lakes Resort Services Ltd for a Victorian property.,,,,,,
Sanctuary Living,BodyCorp,VIC,Order the Owners Corporation Certificate from Sanctuary Living for a Victorian property.,,,,,,
Sandhurst Trustees,BodyCorp,VIC,Order the Owners Corporation Certificate from Sandhurst Trustees for a Victorian property.,,,,,,
Sandridge Bay Towers,BodyCorp,VIC,Order the Owners Corporation Certificate from Sandridge Bay Towers for a Victorian property.,,,,,,
Savills Victoria Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Savills Victoria Pty Ltd for a Victorian property.,,,,,,
Saward Dawson Accountants,BodyCorp,VIC,Order the Owners Corporation Certificate from Saward Dawson Accountants for a Victorian property.,,,,,,
Sayers Partners,BodyCorp,VIC,Order the Owners Corporation Certificate from Sayers Partners for a Victorian property.,,,,,,
SC ACCOUNTING,BodyCorp,VIC,Order the Owners Corporation Certificate from SC ACCOUNTING for a Victorian property.,,,,,,
SCA Owners Corporation,BodyCorp,VIC,Order the Owners Corporation Certificate from SCA Owners Corporation for a Victorian property.,,,,,,
Scenic Rim Regional Council,LGA,QLD,Order the As Constructed Stormwater drainage point from Scenic Rim Regional Council.,info@scenicrim.qld.gov.au,,Scenic Rim Regional,https://www.scenicrim.qld.gov.au,,
Scott Real Estate Group,BodyCorp,VIC,Order the Owners Corporation Certificate from Scott Real Estate Group for a Victorian property.,,,,,,
SCV Group Limited,BodyCorp,VIC,Order the Owners Corporation Certificate from SCV Group Limited for a Victorian property.,,,,,,
SEBP Maintenance Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from SEBP Maintenance Pty Ltd for a Victorian property.,,,,,,
Secure Strata OC Management,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Secure Strata OC Management for a Victorian property.,,,,,,
Seldev Pty Ltd t/as Select Strata Communities,BodyCorp,VIC,Order the Owners Corporation Certificate from Seldev Pty Ltd t/as Select Strata Communities for a Victorian property.,,,,,,
Select Owners Corp Management (43 Smith Street Developments Pty Ltd),BodyCorp,VIC,Order the Owners Corporation Certificate from Select Owners Corp Management (43 Smith Street Developments Pty Ltd) for a Victorian property.,,,,,,
Select Owners Corp Management (AREM Management Pty Ltd),BodyCorp,VIC,Order the Owners Corporation Certificate from Select Owners Corp Management (AREM Management Pty Ltd) for a Victorian property.,,,,,,
Select Owners Corp Management (Gee Kay Enterprises Pty Ltd),BodyCorp,VIC,Order the Owners Corporation Certificate from Select Owners Corp Management (Gee Kay Enterprises Pty Ltd) for a Victorian property.,,,,,,
Select Owners Corp Management (Jackoh),BodyCorp,VIC,Order the Owners Corporation Certificate from Select Owners Corp Management (Jackoh) for a Victorian property.,,,,,,
Select Owners Corp Management (OCOCM),BodyCorp,VIC,Order the Owners Corporation Certificate from Select Owners Corp Management (OCOCM) for a Victorian property.,,,,,,
Select Owners Corp Management (Prad Management Pty Ltd),BodyCorp,VIC,Order the Owners Corporation Certificate from Select Owners Corp Management (Prad Management Pty Ltd) for a Victorian property.,,,,,,
Select Owners Corp Management (St Bowden management Pty Ltd),BodyCorp,VIC,Order the Owners Corporation Certificate from Select Owners Corp Management (St Bowden management Pty Ltd) for a Victorian property.,,,,,,
Select Owners Corporation Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Select Owners Corporation Management for a Victorian property.,,,,,,
Select Ownerscorp Management,BodyCorp,VIC,Order the Finch Property Management Pty Ltd - Owners Corporation Certificate from Select Ownerscorp Management for a Victorian property.,,,,,,
Select OwnersCorp Management (Select One),BodyCorp,VIC,Order the Owners Corporation Certificate from Select OwnersCorp Management (Select One) for a Victorian property.,,,,,,
Select Strata Communicites Owners Corporation- O'Connell Pty Ltd,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Select Strata Communicites Owners Corporation- O'Connell Pty Ltd for a Victorian property.,,,,,,
Select Strata Communities (Saisneh Pty Ltd),BodyCorp,VIC,Order the Owners Corporation Certificate from Select Strata Communities (Saisneh Pty Ltd) for a Victorian property.,,,,,,
Select Strata Communities (Steele),BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Select Strata Communities (Steele) for a Victorian property.,,,,,,
Select Strata Communities / OCM,BodyCorp,VIC,Order the SelDev Pty Ltd - Owners Corporation Certificate from Select Strata Communities / OCM for a Victorian property.,,,,,,
Select Strata Communities / OCM (Mellington Management Pty Ltd),BodyCorp,VIC,Order the Owners Corporation Certificate from Select Strata Communities / OCM (Mellington Management Pty Ltd) for a Victorian property.,,,,,,
Select Strata Communities / OCM (Prad Management Pty Ltd),BodyCorp,VIC,Order the Owners Corporation Certificate from Select Strata Communities / OCM (Prad Management Pty Ltd) for a Victorian property.,,,,,,
Select Strata Communities / OCM PB Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Select Strata Communities / OCM PB Management for a Victorian property.,,,,,,
Select Strata Communities(Saisneh Pty Ltd),BodyCorp,VIC,Order the Additional Owners Corporation Certificate from Select Strata Communities(Saisneh Pty Ltd) for a Victorian property.,,,,,,
Selkron Strata Title Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Selkron Strata Title Management for a Victorian property.,,,,,,
Sentinel Strata Services Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Sentinel Strata Services Pty Ltd for a Victorian property.,,,,,,
Seymour Body Corporate Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Seymour Body Corporate Management for a Victorian property.,,,,,,
SG Strata Management,BodyCorp,VIC,Order the Owners Corporation Certificate from SG Strata Management for a Victorian property.,,,,,,
SHA Body Corporate Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from SHA Body Corporate Pty Ltd for a Victorian property.,,,,,,
Shane Kuiper,BodyCorp,VIC,Order the Owners Corporation Certificate from Shane Kuiper for a Victorian property.,,,,,,
Shared Asset Solutions Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Shared Asset Solutions Pty Ltd for a Victorian property.,,,,,,
Shared Property Care Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Shared Property Care Pty Ltd for a Victorian property.,,,,,,
Shellharbour City Council,LGA,NSW,Order the Outstanding Notices S.121ZP from Shellharbour City Council.,council@shellharbour.nsw.gov.au,02 4221 6111,Shellharbour,https://www.shellharbour.nsw.gov.au,,
Shepparton Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Shepparton Real Estate for a Victorian property.,,,,,,
Sherbrooke Cerc Body Corporate,BodyCorp,VIC,Order the Owners Corporation Certificate from Sherbrooke Cerc Body Corporate for a Victorian property.,,,,,,
Sherwood Services Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Sherwood Services Pty Ltd for a Victorian property.,,,,,,
Shoalhaven City Council,LGA,NSW,Order the Outstanding Notices S.121ZP from Shoalhaven City Council.,council@shoalhaven.nsw.gov.au,1300 293 111,Shoalhaven,https://www.shoalhaven.nsw.gov.au,,
Singleton City Council,LGA,NSW,Order the Outstanding Notices S.735A & S.121ZP from Singleton City Council.,info@singleton.nsw.gov.au,,Singleton,https://www.singleton.nsw.gov.au,,
SK OC Management,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from SK OC Management for a Victorian property.,,,,,,
Slipway Villas,BodyCorp,VIC,Order the Owners Corporation Certificate from Slipway Villas for a Victorian property.,,,,,,
Smith Dosser,BodyCorp,VIC,Order the Owners Corporation Certificate from Smith Dosser for a Victorian property.,,,,,,
Smith Dosser Accountants,BodyCorp,VIC,Order the Owners Corporation Certificate from Smith Dosser Accountants for a Victorian property.,,,,,,
Snowy Monaro Regional Council,LGA,NSW,Order the Planning Certificate S.10.7(2) & S.10.7(5) from Snowy Monaro Regional Council.,info@snowymonaro.nsw.gov.au,,Snowy Monaro Regional,https://www.snowymonaro.nsw.gov.au,,
Snowy Valleys City Council,LGA,NSW,Order the Noxious Weeds Certificate from Snowy Valleys City Council.,info@snowyvalleys.nsw.gov.au,,Snowy Valleys,https://www.snowyvalleys.nsw.gov.au,,
SOCM (State Owners Corp) Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from SOCM (State Owners Corp) Pty Ltd for a Victorian property.,,,,,,
Somerset Regional Council,LGA,QLD,Order the Rates: Full search (incl Building Records) from Somerset Regional Council.,info@somerset.qld.gov.au,,Somerset Regional,https://www.somerset.qld.gov.au,,
Sortino Residential,BodyCorp,VIC,Order the Owners Corporation Certificate from Sortino Residential for a Victorian property.,,,,,,
South Burnett Regional Council,LGA,QLD,Order the Rates: Short search from South Burnett Regional Council.,info@southburnett.qld.gov.au,,South Burnett Regional,https://www.southburnett.qld.gov.au,,
South East Water,Utility,VIC,South East Water — water retailer serving south-east Melbourne.,support@sew.com.au,13 18 51,South East,https://www.southeastwater.com.au,,
South Eastern Body Corporate Services Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from South Eastern Body Corporate Services Pty Ltd for a Victorian property.,,,,,,
South Gippsland Owners Corporate,BodyCorp,VIC,Order the Owners Corporation Certificate from South Gippsland Owners Corporate for a Victorian property.,,,,,,
South Gippsland Region Water,Utility,VIC,South Gippsland Water — regional water corporation for south Gippsland.,sgwater@sgwater.com.au,1300 851 636,South Gippsland Region,https://www.sgwater.com.au,,
